charite_doi,reusing_paper_doi,publication_year,authors,publication_year_reusing,authors_reusing
10.1038/s41597-022-01401-7,10.1145/3665026.3665045,2022,Sook‐Lei Liew;Bethany Lo;Miranda R. Donnelly;Artemis Zavaliangos‐Petropulu;Jessica N. Jeong;Giuseppe Barisano;A. Hutton;Julia Pia Simon;Julia M. Juliano;Anisha Suri;Zhizhuo Wang;Aisha Abdullah;Jun Kim;Tyler Ard;Nerisa Banaj;Michael R. Borich;Lara A. Boyd;Amy Brodtmann;Cathrin M. Buetefisch;Lei Cao;Jessica M. Cassidy;Valentina Ciullo;Adriana Bastos Conforto;Steven C. Cramer;Rosalía Dacosta‐Aguayo;Ezequiel de la Rosa;Martin Domín;Adrienne N. Dula;Wuwei Feng;Alexandre R. Franco;Fatemeh Geranmayeh;Alexandre Gramfort;Chris M. Gregory;Colleen A. Hanlon;Brenton Hordacre;Steven A. Kautz;Mohamed Salah Khlif;Hosung Kim;Jan S. Kirschke;Jingchun Liu;Martín Lotze;Bradley J. MacIntosh;María Mataró;Feroze B. Mohamed;Jan Egil Nordvik;Gilsoon Park;Amy Pienta;Fabrizio Piras;Shane M. Redman;Kate Revill;Mauricio Reyes;Andrew D. Robertson;Na Jin Seo;Surjo R. Soekadar;Gianfranco Spalletta;Alison Sweet;Maria Teleńczuk;Gregory Thielman;Lars T. Westlye;Carolee J. Winstein;George F. Wittenberg;Kristin A. Wong;Chunshui Yu,2024,Ahmed M.S. Soliman;Yalda Zafari-Ghadim;Essam A. Rashed;Mohamed A. Mabrok
10.1038/s41597-022-01401-7,10.48550/arxiv.2403.17177,2022,Sook‐Lei Liew;Bethany Lo;Miranda R. Donnelly;Artemis Zavaliangos‐Petropulu;Jessica N. Jeong;Giuseppe Barisano;A. Hutton;Julia Pia Simon;Julia M. Juliano;Anisha Suri;Zhizhuo Wang;Aisha Abdullah;Jun Kim;Tyler Ard;Nerisa Banaj;Michael R. Borich;Lara A. Boyd;Amy Brodtmann;Cathrin M. Buetefisch;Lei Cao;Jessica M. Cassidy;Valentina Ciullo;Adriana Bastos Conforto;Steven C. Cramer;Rosalía Dacosta‐Aguayo;Ezequiel de la Rosa;Martin Domín;Adrienne N. Dula;Wuwei Feng;Alexandre R. Franco;Fatemeh Geranmayeh;Alexandre Gramfort;Chris M. Gregory;Colleen A. Hanlon;Brenton Hordacre;Steven A. Kautz;Mohamed Salah Khlif;Hosung Kim;Jan S. Kirschke;Jingchun Liu;Martín Lotze;Bradley J. MacIntosh;María Mataró;Feroze B. Mohamed;Jan Egil Nordvik;Gilsoon Park;Amy Pienta;Fabrizio Piras;Shane M. Redman;Kate Revill;Mauricio Reyes;Andrew D. Robertson;Na Jin Seo;Surjo R. Soekadar;Gianfranco Spalletta;Alison Sweet;Maria Teleńczuk;Gregory Thielman;Lars T. Westlye;Carolee J. Winstein;George F. Wittenberg;Kristin A. Wong;Chunshui Yu,2024,Ahmed Soliman;Yousif Yousif;Ahmed Ibrahim;Yalda Zafari-Ghadim;Essam A. Rashed;Mohamed A. Mabrok
10.1038/s41597-022-01401-7,10.1002/nbm.5143,2022,Sook‐Lei Liew;Bethany Lo;Miranda R. Donnelly;Artemis Zavaliangos‐Petropulu;Jessica N. Jeong;Giuseppe Barisano;A. Hutton;Julia Pia Simon;Julia M. Juliano;Anisha Suri;Zhizhuo Wang;Aisha Abdullah;Jun Kim;Tyler Ard;Nerisa Banaj;Michael R. Borich;Lara A. Boyd;Amy Brodtmann;Cathrin M. Buetefisch;Lei Cao;Jessica M. Cassidy;Valentina Ciullo;Adriana Bastos Conforto;Steven C. Cramer;Rosalía Dacosta‐Aguayo;Ezequiel de la Rosa;Martin Domín;Adrienne N. Dula;Wuwei Feng;Alexandre R. Franco;Fatemeh Geranmayeh;Alexandre Gramfort;Chris M. Gregory;Colleen A. Hanlon;Brenton Hordacre;Steven A. Kautz;Mohamed Salah Khlif;Hosung Kim;Jan S. Kirschke;Jingchun Liu;Martín Lotze;Bradley J. MacIntosh;María Mataró;Feroze B. Mohamed;Jan Egil Nordvik;Gilsoon Park;Amy Pienta;Fabrizio Piras;Shane M. Redman;Kate Revill;Mauricio Reyes;Andrew D. Robertson;Na Jin Seo;Surjo R. Soekadar;Gianfranco Spalletta;Alison Sweet;Maria Teleńczuk;Gregory Thielman;Lars T. Westlye;Carolee J. Winstein;George F. Wittenberg;Kristin A. Wong;Chunshui Yu,2024,Zelong Liu;Komal Kainth;Alexander Zhou;Timothy Deyer;Zahi A. Fayad;Hayit Greenspan;Xueyan Mei
10.1038/s41597-022-01401-7,10.3390/bioengineering11010086,2022,Sook‐Lei Liew;Bethany Lo;Miranda R. Donnelly;Artemis Zavaliangos‐Petropulu;Jessica N. Jeong;Giuseppe Barisano;A. Hutton;Julia Pia Simon;Julia M. Juliano;Anisha Suri;Zhizhuo Wang;Aisha Abdullah;Jun Kim;Tyler Ard;Nerisa Banaj;Michael R. Borich;Lara A. Boyd;Amy Brodtmann;Cathrin M. Buetefisch;Lei Cao;Jessica M. Cassidy;Valentina Ciullo;Adriana Bastos Conforto;Steven C. Cramer;Rosalía Dacosta‐Aguayo;Ezequiel de la Rosa;Martin Domín;Adrienne N. Dula;Wuwei Feng;Alexandre R. Franco;Fatemeh Geranmayeh;Alexandre Gramfort;Chris M. Gregory;Colleen A. Hanlon;Brenton Hordacre;Steven A. Kautz;Mohamed Salah Khlif;Hosung Kim;Jan S. Kirschke;Jingchun Liu;Martín Lotze;Bradley J. MacIntosh;María Mataró;Feroze B. Mohamed;Jan Egil Nordvik;Gilsoon Park;Amy Pienta;Fabrizio Piras;Shane M. Redman;Kate Revill;Mauricio Reyes;Andrew D. Robertson;Na Jin Seo;Surjo R. Soekadar;Gianfranco Spalletta;Alison Sweet;Maria Teleńczuk;Gregory Thielman;Lars T. Westlye;Carolee J. Winstein;George F. Wittenberg;Kristin A. Wong;Chunshui Yu,2024,Mishaim Malik;Benjamin Chong;Justin Fernandez;Vickie Shim;Nikola Kasabov;Alan Wang
10.1038/s41597-022-01401-7,10.48550/arxiv.2410.08397,2022,Sook‐Lei Liew;Bethany Lo;Miranda R. Donnelly;Artemis Zavaliangos‐Petropulu;Jessica N. Jeong;Giuseppe Barisano;A. Hutton;Julia Pia Simon;Julia M. Juliano;Anisha Suri;Zhizhuo Wang;Aisha Abdullah;Jun Kim;Tyler Ard;Nerisa Banaj;Michael R. Borich;Lara A. Boyd;Amy Brodtmann;Cathrin M. Buetefisch;Lei Cao;Jessica M. Cassidy;Valentina Ciullo;Adriana Bastos Conforto;Steven C. Cramer;Rosalía Dacosta‐Aguayo;Ezequiel de la Rosa;Martin Domín;Adrienne N. Dula;Wuwei Feng;Alexandre R. Franco;Fatemeh Geranmayeh;Alexandre Gramfort;Chris M. Gregory;Colleen A. Hanlon;Brenton Hordacre;Steven A. Kautz;Mohamed Salah Khlif;Hosung Kim;Jan S. Kirschke;Jingchun Liu;Martín Lotze;Bradley J. MacIntosh;María Mataró;Feroze B. Mohamed;Jan Egil Nordvik;Gilsoon Park;Amy Pienta;Fabrizio Piras;Shane M. Redman;Kate Revill;Mauricio Reyes;Andrew D. Robertson;Na Jin Seo;Surjo R. Soekadar;Gianfranco Spalletta;Alison Sweet;Maria Teleńczuk;Gregory Thielman;Lars T. Westlye;Carolee J. Winstein;George F. Wittenberg;Kristin A. Wong;Chunshui Yu,2024,Andrew Hoopes;Victor Ion Butoi;John V. Guttag;Adrian V. Dalca
10.1038/s41597-022-01806-4,10.1038/s42003-024-06119-3,2022,Hannelore Aerts;Nigel Colenbier;Hannes Almgren;Thijs Dhollander;Javier Rasero;Kenzo Clauw;Amogh Johri;J. Meier;Jessica Palmer;Michael Schirner;Petra Ritter;Daniele Marinazzo,2024,Joan Falcó-Roget;Alberto Cacciola;Fabio Sambataro;Alessandro Crimi
10.1038/s41597-022-01806-4,10.1089/brain.2024.0028,2022,Hannelore Aerts;Nigel Colenbier;Hannes Almgren;Thijs Dhollander;Javier Rasero;Kenzo Clauw;Amogh Johri;J. Meier;Jessica Palmer;Michael Schirner;Petra Ritter;Daniele Marinazzo,2024,Hibba Yousef;Brigitta Malagurski Törtei
10.1038/s41597-022-01806-4,10.48550/arxiv.2401.10304,2022,Hannelore Aerts;Nigel Colenbier;Hannes Almgren;Thijs Dhollander;Javier Rasero;Kenzo Clauw;Amogh Johri;J. Meier;Jessica Palmer;Michael Schirner;Petra Ritter;Daniele Marinazzo,2024,Joan Giner-Miguelez;Abel Gómez;Jordi Cabot
10.1038/s41597-022-01822-4,10.1038/s41386-023-01588-2,2022,Johanna Prugger;Ekin Derdiyok;Jannis Dinkelacker;Cyril Costines;Timo Torsten Schmidt,2023,Tim Hirschfeld;Johanna Prugger;Tomislav Majić;Timo Torsten Schmidt
10.1038/s41597-022-01822-4,10.21203/rs.3.rs-3976380/v1,2022,Johanna Prugger;Ekin Derdiyok;Jannis Dinkelacker;Cyril Costines;Timo Torsten Schmidt,2024,Martha N. Havenith;Max Leidenberger;Jelena Brasanac;Mafalda Corvacho;I. Figueiredo;Leonie Schwarz;Malin V. Uthaug;Simona Rakusa;Marijan Bernardic;Liliana Vasquez-Mock;Sergio Perez-Rosal;Robin Carhart‐Harris;Stefan M. Gold;Henrik Jungaberle;Andrea Jungaberle
10.1038/s41597-022-01822-4,10.1038/s41386-023-01588-2,2022,Johanna Prugger;Ekin Derdiyok;Jannis Dinkelacker;Cyril Costines;Timo Torsten Schmidt,2023,Tim Hirschfeld;Johanna Prugger;Tomislav Majić;Timo Torsten Schmidt
