"doi_charite","doi_lc","doi_no_ver_info","data_identifier","data_identifier_2nd_numbat_entry","data_id_lc","data_id_auto_cleaned","slug_charite","data_id_m_val","dataset_for_matching","data_id_secondary","detected_id","data_access","in_dashboard","source_charite","numbat_id_of_da_id","numbat_id_of_da_id_lc","listed_in_numbat_output","validated","Category","is_gen_rep","doi_id_orig_pair","doi_id_lc_pair_for_joining","doi_id_clean_pair","detected_in_numbat_originally_only_for_added","in_dcc","data_availability_statement","human_data","covid_related","charite_id_year","license","doi_id_lc_for_matching","is_detected_id_doi","das_for_analysis"
"10.1186/s13073-022-01148-1","10.1186/s13073-022-01148-1","10.1186/s13073-022-01148-1","https://doi.org/10.15454/FLANUP",NA,"https://doi.org/10.15454/flanup","10.15454/flanup",NA,"","10.15454/flanup",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","doi","FALSE","10.1186/s13073-022-01148-1;https://doi.org/10.15454/FLANUP","10.1186/s13073-022-01148-1;https://doi.org/10.15454/flanup","10.1186/s13073-022-01148-1;10.15454/flanup",NA,"FALSE",NA,NA,NA,NA,NA,"10.1186/s13073-022-01148-1;10.15454/flanup",NA,NA
"10.1371/journal.pmed.1004175","10.1371/journal.pmed.1004175","10.1371/journal.pmed.1004175","https://doi.org/10.17605/OSF.IO/26DGX",NA,"https://doi.org/10.17605/osf.io/26dgx","10.17605/osf.io/26dgx","26dgx","10.17605/osf.io/26dgx","osf_26dgx",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","doi","TRUE","10.1371/journal.pmed.1004175;https://doi.org/10.17605/OSF.IO/26DGX","10.1371/journal.pmed.1004175;https://doi.org/10.17605/osf.io/26dgx","10.1371/journal.pmed.1004175;osf_26dgx",NA,"FALSE",NA,NA,NA,NA,NA,"10.1371/journal.pmed.1004175;osf_26dgx",NA,NA
"10.1126/sciadv.ade2828","10.1126/sciadv.ade2828","10.1126/sciadv.ade2828","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE208769",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse208769","gse208769",NA,"","gse208769",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1126/sciadv.ade2828;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE208769","10.1126/sciadv.ade2828;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse208769","10.1126/sciadv.ade2828;gse208769",NA,"FALSE",NA,NA,NA,NA,NA,"10.1126/sciadv.ade2828;gse208769",NA,NA
"10.1161/strokeaha.123.043897","10.1161/strokeaha.123.043897","10.1161/strokeaha.123.043897","10.5281/zenodo.7331723",NA,"10.5281/zenodo.7331723","zenodo.7331723",NA,"10.5281/zenodo.7331723","10.5281/zenodo.7331723",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","doi","TRUE","10.1161/strokeaha.123.043897;10.5281/zenodo.7331723","10.1161/strokeaha.123.043897;10.5281/zenodo.7331723","10.1161/strokeaha.123.043897;10.5281/zenodo.7331723",NA,"FALSE",NA,NA,NA,NA,NA,"10.1161/strokeaha.123.043897;10.5281/zenodo.7331723",NA,NA
"10.1016/j.dib.2023.109662","10.1016/j.dib.2023.109662","10.1016/j.dib.2023.109662","https://doi.org/10.5281/zenodo.7957515",NA,"https://doi.org/10.5281/zenodo.7957515","10.5281/zenodo.7957515",NA,"","10.5281/zenodo.7957515",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","doi","TRUE","10.1016/j.dib.2023.109662;https://doi.org/10.5281/zenodo.7957515","10.1016/j.dib.2023.109662;https://doi.org/10.5281/zenodo.7957515","10.1016/j.dib.2023.109662;10.5281/zenodo.7957515",NA,"FALSE","TRUE","TRUE","FALSE","2023","CC BY","10.1016/j.dib.2023.109662;10.5281/zenodo.7957515",NA,"TRUE"
"10.1182/bloodadvances.2022008497","10.1182/bloodadvances.2022008497","10.1182/bloodadvances.2022008497","https://ega-archive.org/datasets/EGAD00001009293",NA,"https://ega-archive.org/datasets/egad00001009293","egad00001009293",NA,"","egad00001009293",NA,NA,"restricted",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1182/bloodadvances.2022008497;https://ega-archive.org/datasets/EGAD00001009293","10.1182/bloodadvances.2022008497;https://ega-archive.org/datasets/egad00001009293","10.1182/bloodadvances.2022008497;egad00001009293",NA,"FALSE",NA,NA,NA,NA,NA,"10.1182/bloodadvances.2022008497;egad00001009293",NA,NA
"10.1016/j.jid.2023.04.022","10.1016/j.jid.2023.04.022","10.1016/j.jid.2023.04.022","https://www.ebi.ac.uk/gwas/studies/GCST90264153",NA,"https://www.ebi.ac.uk/gwas/studies/gcst90264153","gcst90264153",NA,"","gcst90264153",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1016/j.jid.2023.04.022;https://www.ebi.ac.uk/gwas/studies/GCST90264153","10.1016/j.jid.2023.04.022;https://www.ebi.ac.uk/gwas/studies/gcst90264153","10.1016/j.jid.2023.04.022;gcst90264153",NA,"FALSE",NA,NA,NA,NA,NA,"10.1016/j.jid.2023.04.022;gcst90264153",NA,NA
"10.1016/j.isci.2023.107225","10.1016/j.isci.2023.107225","10.1016/j.isci.2023.107225","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE234964",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse234964","gse234964",NA,"","gse234964",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1016/j.isci.2023.107225;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE234964","10.1016/j.isci.2023.107225;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse234964","10.1016/j.isci.2023.107225;gse234964",NA,"FALSE",NA,NA,NA,NA,NA,"10.1016/j.isci.2023.107225;gse234964",NA,NA
"10.1016/j.jbc.2022.102865","10.1016/j.jbc.2022.102865","10.1016/j.jbc.2022.102865","https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD022476",NA,"https://proteomecentral.proteomexchange.org/cgi/getdataset?id=pxd022476","pxd022476",NA,"","pxd022476",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1016/j.jbc.2022.102865;https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD022476","10.1016/j.jbc.2022.102865;https://proteomecentral.proteomexchange.org/cgi/getdataset?id=pxd022476","10.1016/j.jbc.2022.102865;pxd022476",NA,"FALSE",NA,NA,NA,NA,NA,"10.1016/j.jbc.2022.102865;pxd022476",NA,NA
"10.1016/j.lanepe.2023.100770","10.1016/j.lanepe.2023.100770","10.1016/j.lanepe.2023.100770","https://doi.org/10.5061/dryad.tht76hf5d",NA,"https://doi.org/10.5061/dryad.tht76hf5d","10.5061/dryad.tht76hf5d",NA,"","10.5061/dryad.tht76hf5d",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","doi","TRUE","10.1016/j.lanepe.2023.100770;https://doi.org/10.5061/dryad.tht76hf5d","10.1016/j.lanepe.2023.100770;https://doi.org/10.5061/dryad.tht76hf5d","10.1016/j.lanepe.2023.100770;10.5061/dryad.tht76hf5d",NA,"FALSE",NA,NA,NA,NA,NA,"10.1016/j.lanepe.2023.100770;10.5061/dryad.tht76hf5d",NA,NA
"10.1016/j.neuroimage.2023.120187","10.1016/j.neuroimage.2023.120187","10.1016/j.neuroimage.2023.120187","10.17632/chvcccgbxm.2",NA,"10.17632/chvcccgbxm.2","chvcccgbxm",NA,"10.17632/chvcccgbxm","10.17632/chvcccgbxm",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","doi","FALSE","10.1016/j.neuroimage.2023.120187;10.17632/chvcccgbxm.2","10.1016/j.neuroimage.2023.120187;10.17632/chvcccgbxm.2","10.1016/j.neuroimage.2023.120187;10.17632/chvcccgbxm",NA,"FALSE",NA,NA,NA,NA,NA,"10.1016/j.neuroimage.2023.120187;10.17632/chvcccgbxm",NA,NA
"10.1016/j.neuroimage.2023.120326","10.1016/j.neuroimage.2023.120326","10.1016/j.neuroimage.2023.120326","doi.org/10.17605/OSF.IO/QDMYX",NA,"doi.org/10.17605/osf.io/qdmyx","10.17605/osf.io/qdmyx","qdmyx","10.17605/osf.io/qdmyx","osf_qdmyx",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","doi","TRUE","10.1016/j.neuroimage.2023.120326;doi.org/10.17605/OSF.IO/QDMYX","10.1016/j.neuroimage.2023.120326;doi.org/10.17605/osf.io/qdmyx","10.1016/j.neuroimage.2023.120326;osf_qdmyx",NA,"FALSE",NA,NA,NA,NA,NA,"10.1016/j.neuroimage.2023.120326;osf_qdmyx",NA,NA
"10.1371/journal.pgen.1011004","10.1371/journal.pgen.1011004","10.1371/journal.pgen.1011004","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE225561",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse225561","gse225561",NA,"","gse225561",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1371/journal.pgen.1011004;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE225561","10.1371/journal.pgen.1011004;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse225561","10.1371/journal.pgen.1011004;gse225561",NA,"FALSE",NA,NA,NA,NA,NA,"10.1371/journal.pgen.1011004;gse225561",NA,NA
"10.3390/cancers15204907","10.3390/cancers15204907","10.3390/cancers15204907","https://doi.org/10.5281/zenodo.8262551",NA,"https://doi.org/10.5281/zenodo.8262551","10.5281/zenodo.8262551",NA,"","10.5281/zenodo.8262551",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","doi","TRUE","10.3390/cancers15204907;https://doi.org/10.5281/zenodo.8262551","10.3390/cancers15204907;https://doi.org/10.5281/zenodo.8262551","10.3390/cancers15204907;10.5281/zenodo.8262551",NA,"FALSE","TRUE","TRUE","FALSE","2023","CC BY","10.3390/cancers15204907;10.5281/zenodo.8262551",NA,"TRUE"
"10.15252/embj.2022112351","10.15252/embj.2022112351","10.15252/embj.2022112351","https://www.ebi.ac.uk/pride/archive/projects/PXD033639",NA,"https://www.ebi.ac.uk/pride/archive/projects/pxd033639","pxd033639",NA,"","pxd033639",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.15252/embj.2022112351;https://www.ebi.ac.uk/pride/archive/projects/PXD033639","10.15252/embj.2022112351;https://www.ebi.ac.uk/pride/archive/projects/pxd033639","10.15252/embj.2022112351;pxd033639",NA,"FALSE",NA,NA,NA,NA,NA,"10.15252/embj.2022112351;pxd033639",NA,NA
"10.15252/embj.2022112351","10.15252/embj.2022112351","10.15252/embj.2022112351","doi:10.15252/embj.2022112351",NA,"doi:10.15252/embj.2022112351","10.15252/embj.2022112351",NA,"","10.15252/embj.2022112351",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","doi","FALSE","10.15252/embj.2022112351;doi:10.15252/embj.2022112351","10.15252/embj.2022112351;doi:10.15252/embj.2022112351","10.15252/embj.2022112351;10.15252/embj.2022112351",NA,"FALSE",NA,NA,NA,NA,NA,"10.15252/embj.2022112351;10.15252/embj.2022112351",NA,NA
"10.15252/embj.2022112351","10.15252/embj.2022112351","10.15252/embj.2022112351","ttps://doi.org/10.2210/pdb7ZN7/pdb",NA,"ttps://doi.org/10.2210/pdb7zn7/pdb","10.2210/pdb7zn7/pdb",NA,"","10.2210/pdb7zn7/pdb",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","doi","FALSE","10.15252/embj.2022112351;ttps://doi.org/10.2210/pdb7ZN7/pdb","10.15252/embj.2022112351;ttps://doi.org/10.2210/pdb7zn7/pdb","10.15252/embj.2022112351;10.2210/pdb7zn7/pdb",NA,"FALSE",NA,NA,NA,NA,NA,"10.15252/embj.2022112351;10.2210/pdb7zn7/pdb",NA,NA
"10.1016/j.isci.2023.107405","10.1016/j.isci.2023.107405","10.1016/j.isci.2023.107405","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE227588",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse227588","gse227588",NA,"","gse227588",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1016/j.isci.2023.107405;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE227588","10.1016/j.isci.2023.107405;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse227588","10.1016/j.isci.2023.107405;gse227588",NA,"FALSE",NA,NA,NA,NA,NA,"10.1016/j.isci.2023.107405;gse227588",NA,NA
"10.1038/s41392-023-01634-x","10.1038/s41392-023-01634-x","10.1038/s41392-023-01634-x","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE237749",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse237749","gse237749",NA,"","gse237749",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1038/s41392-023-01634-x;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE237749","10.1038/s41392-023-01634-x;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse237749","10.1038/s41392-023-01634-x;gse237749",NA,"FALSE",NA,NA,NA,NA,NA,"10.1038/s41392-023-01634-x;gse237749",NA,NA
"10.1098/rsos.230215","10.1098/rsos.230215","10.1098/rsos.230215","https://doi.org/10.5281/zenodo.7937057",NA,"https://doi.org/10.5281/zenodo.7937057","10.5281/zenodo.7937057",NA,"","10.5281/zenodo.7937057",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","doi","TRUE","10.1098/rsos.230215;https://doi.org/10.5281/zenodo.7937057","10.1098/rsos.230215;https://doi.org/10.5281/zenodo.7937057","10.1098/rsos.230215;10.5281/zenodo.7937057",NA,"FALSE",NA,NA,NA,NA,NA,"10.1098/rsos.230215;10.5281/zenodo.7937057",NA,NA
"10.1111/tpj.16601","10.1111/tpj.16601","10.1111/tpj.16601","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE99427",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse99427","gse99427",NA,"","gse99427",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1111/tpj.16601;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE99427","10.1111/tpj.16601;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse99427","10.1111/tpj.16601;gse99427",NA,"FALSE",NA,NA,NA,NA,NA,"10.1111/tpj.16601;gse99427",NA,NA
"10.1111/tpj.16601","10.1111/tpj.16601","10.1111/tpj.16601","https://doi.org/10.13018/BMR52245",NA,"https://doi.org/10.13018/bmr52245","10.13018/bmr52245",NA,"","10.13018/bmr52245",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","doi","FALSE","10.1111/tpj.16601;https://doi.org/10.13018/BMR52245","10.1111/tpj.16601;https://doi.org/10.13018/bmr52245","10.1111/tpj.16601;10.13018/bmr52245",NA,"FALSE",NA,NA,NA,NA,NA,"10.1111/tpj.16601;10.13018/bmr52245",NA,NA
"10.1158/1078-0432.ccr-22-2032","10.1158/1078-0432.ccr-22-2032","10.1158/1078-0432.ccr-22-2032","https://ega-archive.org/datasets/EGAD00001009797",NA,"https://ega-archive.org/datasets/egad00001009797","egad00001009797",NA,"","egad00001009797",NA,NA,"restricted",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1158/1078-0432.ccr-22-2032;https://ega-archive.org/datasets/EGAD00001009797","10.1158/1078-0432.ccr-22-2032;https://ega-archive.org/datasets/egad00001009797","10.1158/1078-0432.ccr-22-2032;egad00001009797",NA,"FALSE","TRUE","TRUE","FALSE","2022","DTA","10.1158/1078-0432.ccr-22-2032;egad00001009797",NA,"TRUE"
"10.1177/09567976221140828","10.1177/09567976221140828","10.1177/09567976221140828","doi.org/10.17605/OSF.IO/XZKE7",NA,"doi.org/10.17605/osf.io/xzke7","10.17605/osf.io/xzke7","xzke7","10.17605/osf.io/xzke7","osf_xzke7",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","doi","TRUE","10.1177/09567976221140828;doi.org/10.17605/OSF.IO/XZKE7","10.1177/09567976221140828;doi.org/10.17605/osf.io/xzke7","10.1177/09567976221140828;osf_xzke7",NA,"FALSE",NA,NA,NA,NA,NA,"10.1177/09567976221140828;osf_xzke7",NA,NA
"10.1186/s12874-023-01991-9","10.1186/s12874-023-01991-9","10.1186/s12874-023-01991-9","10.5281/zenodo.4669937",NA,"10.5281/zenodo.4669937","zenodo.4669937",NA,"10.5281/zenodo.4669937","10.5281/zenodo.4669937",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","doi","TRUE","10.1186/s12874-023-01991-9;10.5281/zenodo.4669937","10.1186/s12874-023-01991-9;10.5281/zenodo.4669937","10.1186/s12874-023-01991-9;10.5281/zenodo.4669937",NA,"FALSE",NA,NA,NA,NA,NA,"10.1186/s12874-023-01991-9;10.5281/zenodo.4669937",NA,NA
