"doi_charite","doi_lc","doi_no_ver_info","data_identifier","data_identifier_2nd_numbat_entry","data_id_lc","data_id_auto_cleaned","slug_charite","data_id_m_val","dataset_for_matching","data_id_secondary","detected_id","data_access","in_dashboard","source_charite","numbat_id_of_da_id","numbat_id_of_da_id_lc","listed_in_numbat_output","validated","Category","is_gen_rep","doi_id_orig_pair","doi_id_lc_pair_for_joining","doi_id_clean_pair","detected_in_numbat_originally_only_for_added","in_dcc","data_availability_statement","human_data","covid_related","charite_id_year","license","doi_id_lc_for_matching","is_detected_id_doi","das_for_analysis"
"10.1093/nar/gkac979","10.1093/nar/gkac979","10.1093/nar/gkac979","https://civicdb.org/releases/main",NA,"https://civicdb.org/releases/main","main",NA,"//civicdb.org/releases/main","//civicdb.org/releases/main",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","url","FALSE","10.1093/nar/gkac979;https://civicdb.org/releases/main","10.1093/nar/gkac979;https://civicdb.org/releases/main","10.1093/nar/gkac979;//civicdb.org/releases/main",NA,"FALSE",NA,NA,NA,NA,NA,"10.1093/nar/gkac979;//civicdb.org/releases/main",NA,NA
"10.1002/hep.32320","10.1002/hep.32320","10.1002/hep.32320","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE140742",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse140742","gse140742",NA,"","gse140742",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1002/hep.32320;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE140742","10.1002/hep.32320;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse140742","10.1002/hep.32320;gse140742",NA,"FALSE",NA,NA,NA,NA,NA,"10.1002/hep.32320;gse140742",NA,NA
"10.1016/j.stem.2022.06.012","10.1016/j.stem.2022.06.012","10.1016/j.stem.2022.06.012","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE200337",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse200337","gse200337",NA,"","gse200337",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1016/j.stem.2022.06.012;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE200337","10.1016/j.stem.2022.06.012;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse200337","10.1016/j.stem.2022.06.012;gse200337",NA,"FALSE",NA,NA,NA,NA,NA,"10.1016/j.stem.2022.06.012;gse200337",NA,NA
"10.1042/cs20220287","10.1042/cs20220287","10.1042/cs20220287","https://osf.io/rkxmq/",NA,"https://osf.io/rkxmq/","//osf.io/rkxmq","rkxmq","","osf_rkxmq",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","url","TRUE","10.1042/cs20220287;https://osf.io/rkxmq/","10.1042/cs20220287;https://osf.io/rkxmq/","10.1042/cs20220287;osf_rkxmq",NA,"FALSE",NA,NA,NA,NA,NA,"10.1042/cs20220287;osf_rkxmq",NA,NA
"10.1093/stmcls/sxab014","10.1093/stmcls/sxab014","10.1093/stmcls/sxab014","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE174021",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse174021","gse174021",NA,"","gse174021",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1093/stmcls/sxab014;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE174021","10.1093/stmcls/sxab014;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse174021","10.1093/stmcls/sxab014;gse174021",NA,"FALSE",NA,NA,NA,NA,NA,"10.1093/stmcls/sxab014;gse174021",NA,NA
"10.1038/s41393-022-00811-z","10.1038/s41393-022-00811-z","10.1038/s41393-022-00811-z","https://osf.io/bgw73/",NA,"https://osf.io/bgw73/","//osf.io/bgw73","bgw73","","osf_bgw73",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","url","TRUE","10.1038/s41393-022-00811-z;https://osf.io/bgw73/","10.1038/s41393-022-00811-z;https://osf.io/bgw73/","10.1038/s41393-022-00811-z;osf_bgw73",NA,"FALSE",NA,NA,NA,NA,NA,"10.1038/s41393-022-00811-z;osf_bgw73",NA,NA
"10.1111/tbed.14266","10.1111/tbed.14266","10.1111/tbed.14266","https://www.ncbi.nlm.nih.gov/nuccore/MW057694.1/","https://www.ncbi.nlm.nih.gov/nuccore/MW057694","https://www.ncbi.nlm.nih.gov/nuccore/mw057694.1/","mw057694",NA,"","mw057694",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1111/tbed.14266;https://www.ncbi.nlm.nih.gov/nuccore/MW057694.1/","10.1111/tbed.14266;https://www.ncbi.nlm.nih.gov/nuccore/mw057694.1/","10.1111/tbed.14266;mw057694",NA,"FALSE",NA,NA,NA,NA,NA,"10.1111/tbed.14266;mw057694",NA,NA
"10.1111/tbed.14688","10.1111/tbed.14688","10.1111/tbed.14688","https://www.ncbi.nlm.nih.gov/nuccore/OM256458.1/",NA,"https://www.ncbi.nlm.nih.gov/nuccore/om256458.1/","om256458",NA,"","om256458",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1111/tbed.14688;https://www.ncbi.nlm.nih.gov/nuccore/OM256458.1/","10.1111/tbed.14688;https://www.ncbi.nlm.nih.gov/nuccore/om256458.1/","10.1111/tbed.14688;om256458",NA,"FALSE",NA,NA,NA,NA,NA,"10.1111/tbed.14688;om256458",NA,NA
"10.1126/sciadv.abi6672","10.1126/sciadv.abi6672","10.1126/sciadv.abi6672","https://ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE168268",NA,"https://ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse168268","gse168268",NA,"","gse168268",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1126/sciadv.abi6672;https://ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE168268","10.1126/sciadv.abi6672;https://ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse168268","10.1126/sciadv.abi6672;gse168268",NA,"FALSE",NA,NA,NA,NA,NA,"10.1126/sciadv.abi6672;gse168268",NA,NA
"10.1016/j.envpol.2022.119627","10.1016/j.envpol.2022.119627","10.1016/j.envpol.2022.119627","https://www.ebi.ac.uk/ena/browser/view/PRJEB53570?show=reads",NA,"https://www.ebi.ac.uk/ena/browser/view/prjeb53570?show=reads","prjeb53570",NA,"","prjeb53570","erp138378",NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1016/j.envpol.2022.119627;https://www.ebi.ac.uk/ena/browser/view/PRJEB53570?show=reads","10.1016/j.envpol.2022.119627;https://www.ebi.ac.uk/ena/browser/view/prjeb53570?show=reads","10.1016/j.envpol.2022.119627;prjeb53570",NA,"FALSE",NA,NA,NA,NA,NA,"10.1016/j.envpol.2022.119627;prjeb53570",NA,NA
"10.1038/s41586-022-05594-0","10.1038/s41586-022-05594-0","10.1038/s41586-022-05594-0","https://www.ebi.ac.uk/ena/browser/view/PRJEB43613",NA,"https://www.ebi.ac.uk/ena/browser/view/prjeb43613","prjeb43613",NA,"","prjeb43613","erp127587",NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1038/s41586-022-05594-0;https://www.ebi.ac.uk/ena/browser/view/PRJEB43613","10.1038/s41586-022-05594-0;https://www.ebi.ac.uk/ena/browser/view/prjeb43613","10.1038/s41586-022-05594-0;prjeb43613",NA,"FALSE",NA,NA,NA,NA,NA,"10.1038/s41586-022-05594-0;prjeb43613",NA,NA
"10.1038/s41587-022-01210-8","10.1038/s41587-022-01210-8","10.1038/s41587-022-01210-8","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE182685",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse182685","gse182685",NA,"","gse182685",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1038/s41587-022-01210-8;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE182685","10.1038/s41587-022-01210-8;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse182685","10.1038/s41587-022-01210-8;gse182685",NA,"FALSE",NA,NA,NA,NA,NA,"10.1038/s41587-022-01210-8;gse182685",NA,NA
"10.1073/pnas.2204174119","10.1073/pnas.2204174119","10.1073/pnas.2204174119","https://doi.org/10.7910/DVN/KXPFKK",NA,"https://doi.org/10.7910/dvn/kxpfkk","10.7910/dvn/kxpfkk",NA,"","10.7910/dvn/kxpfkk",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","doi","FALSE","10.1073/pnas.2204174119;https://doi.org/10.7910/DVN/KXPFKK","10.1073/pnas.2204174119;https://doi.org/10.7910/dvn/kxpfkk","10.1073/pnas.2204174119;10.7910/dvn/kxpfkk",NA,"FALSE",NA,NA,NA,NA,NA,"10.1073/pnas.2204174119;10.7910/dvn/kxpfkk",NA,NA
"10.1016/j.kint.2022.07.032","10.1016/j.kint.2022.07.032","10.1016/j.kint.2022.07.032","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE199321",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse199321","gse199321",NA,"","gse199321",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1016/j.kint.2022.07.032;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE199321","10.1016/j.kint.2022.07.032;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse199321","10.1016/j.kint.2022.07.032;gse199321",NA,"FALSE",NA,NA,NA,NA,NA,"10.1016/j.kint.2022.07.032;gse199321",NA,NA
"10.1016/j.molcel.2021.11.023","10.1016/j.molcel.2021.11.023","10.1016/j.molcel.2021.11.023","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE167358",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse167358","gse167358",NA,"","gse167358",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1016/j.molcel.2021.11.023;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE167358","10.1016/j.molcel.2021.11.023;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse167358","10.1016/j.molcel.2021.11.023;gse167358",NA,"FALSE",NA,NA,NA,NA,NA,"10.1016/j.molcel.2021.11.023;gse167358",NA,NA
"10.1016/j.molcel.2021.11.023","10.1016/j.molcel.2021.11.023","10.1016/j.molcel.2021.11.023","https://www.ncbi.nlm.nih.gov/nuccore/OK239717",NA,"https://www.ncbi.nlm.nih.gov/nuccore/ok239717","ok239717",NA,"","ok239717",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1016/j.molcel.2021.11.023;https://www.ncbi.nlm.nih.gov/nuccore/OK239717","10.1016/j.molcel.2021.11.023;https://www.ncbi.nlm.nih.gov/nuccore/ok239717","10.1016/j.molcel.2021.11.023;ok239717",NA,"FALSE",NA,NA,NA,NA,NA,"10.1016/j.molcel.2021.11.023;ok239717",NA,NA
"10.1128/aem.01146-22","10.1128/aem.01146-22","10.1128/aem.01146-22","https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR19519852&display=data-access",NA,"https://trace.ncbi.nlm.nih.gov/traces/?view=run_browser&acc=srr19519852&display=data-access","srr19519852",NA,"","srr19519852",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1128/aem.01146-22;https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR19519852&display=data-access","10.1128/aem.01146-22;https://trace.ncbi.nlm.nih.gov/traces/?view=run_browser&acc=srr19519852&display=data-access","10.1128/aem.01146-22;srr19519852",NA,"FALSE",NA,NA,NA,NA,NA,"10.1128/aem.01146-22;srr19519852",NA,NA
"10.1128/msphere.00808-21","10.1128/msphere.00808-21","10.1128/msphere.00808-21","https://www.ebi.ac.uk/ena/browser/view/PRJEB47767",NA,"https://www.ebi.ac.uk/ena/browser/view/prjeb47767","prjeb47767",NA,"","prjeb47767","erp132070",NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1128/msphere.00808-21;https://www.ebi.ac.uk/ena/browser/view/PRJEB47767","10.1128/msphere.00808-21;https://www.ebi.ac.uk/ena/browser/view/prjeb47767","10.1128/msphere.00808-21;prjeb47767",NA,"FALSE",NA,NA,NA,NA,NA,"10.1128/msphere.00808-21;prjeb47767",NA,NA
"10.1158/0008-5472.can-21-1621","10.1158/0008-5472.can-21-1621","10.1158/0008-5472.can-21-1621","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE125059",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse125059","gse125059",NA,"","gse125059",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1158/0008-5472.can-21-1621;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE125059","10.1158/0008-5472.can-21-1621;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse125059","10.1158/0008-5472.can-21-1621;gse125059",NA,"FALSE",NA,NA,NA,NA,NA,"10.1158/0008-5472.can-21-1621;gse125059",NA,NA
"10.1158/1078-0432.ccr-21-3215","10.1158/1078-0432.ccr-21-3215","10.1158/1078-0432.ccr-21-3215","https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR10484525&display=data-access",NA,"https://trace.ncbi.nlm.nih.gov/traces/?view=run_browser&acc=srr10484525&display=data-access","srr10484525",NA,"","srr10484525",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1158/1078-0432.ccr-21-3215;https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR10484525&display=data-access","10.1158/1078-0432.ccr-21-3215;https://trace.ncbi.nlm.nih.gov/traces/?view=run_browser&acc=srr10484525&display=data-access","10.1158/1078-0432.ccr-21-3215;srr10484525",NA,"FALSE",NA,NA,NA,NA,NA,"10.1158/1078-0432.ccr-21-3215;srr10484525",NA,NA
"10.1158/1078-0432.ccr-21-3716","10.1158/1078-0432.ccr-21-3716","10.1158/1078-0432.ccr-21-3716","https://ega-archive.org/datasets/EGAD00001008564",NA,"https://ega-archive.org/datasets/egad00001008564","egad00001008564",NA,"","egad00001008564",NA,NA,"restricted",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1158/1078-0432.ccr-21-3716;https://ega-archive.org/datasets/EGAD00001008564","10.1158/1078-0432.ccr-21-3716;https://ega-archive.org/datasets/egad00001008564","10.1158/1078-0432.ccr-21-3716;egad00001008564",NA,"FALSE",NA,NA,NA,NA,NA,"10.1158/1078-0432.ccr-21-3716;egad00001008564",NA,NA
"10.1186/s12887-022-03349-4","10.1186/s12887-022-03349-4","10.1186/s12887-022-03349-4","https://osf.io/hnf8a/",NA,"https://osf.io/hnf8a/","//osf.io/hnf8a","hnf8a","","osf_hnf8a",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","url","TRUE","10.1186/s12887-022-03349-4;https://osf.io/hnf8a/","10.1186/s12887-022-03349-4;https://osf.io/hnf8a/","10.1186/s12887-022-03349-4;osf_hnf8a",NA,"FALSE",NA,NA,NA,NA,NA,"10.1186/s12887-022-03349-4;osf_hnf8a",NA,NA
"10.1007/s00401-021-02395-z","10.1007/s00401-021-02395-z","10.1007/s00401-021-02395-z","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE190365",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse190365","gse190365",NA,"","gse190365",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1007/s00401-021-02395-z;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE190365","10.1007/s00401-021-02395-z;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse190365","10.1007/s00401-021-02395-z;gse190365",NA,"FALSE",NA,NA,NA,NA,NA,"10.1007/s00401-021-02395-z;gse190365",NA,NA
"10.1007/s00401-021-02395-z","10.1007/s00401-021-02395-z","10.1007/s00401-021-02395-z","doi.org/10.25345/C5JS1S",NA,"doi.org/10.25345/c5js1s","10.25345/c5js1s",NA,"","10.25345/c5js1s",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","doi","FALSE","10.1007/s00401-021-02395-z;doi.org/10.25345/C5JS1S","10.1007/s00401-021-02395-z;doi.org/10.25345/c5js1s","10.1007/s00401-021-02395-z;10.25345/c5js1s",NA,"FALSE",NA,NA,NA,NA,NA,"10.1007/s00401-021-02395-z;10.25345/c5js1s",NA,NA
"10.1038/s41586-022-04596-2","10.1038/s41586-022-04596-2","10.1038/s41586-022-04596-2","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE194432",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse194432","gse194432",NA,"","gse194432",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1038/s41586-022-04596-2;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE194432","10.1038/s41586-022-04596-2;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse194432","10.1038/s41586-022-04596-2;gse194432",NA,"FALSE",NA,NA,NA,NA,NA,"10.1038/s41586-022-04596-2;gse194432",NA,NA
"10.1016/j.jbc.2022.102085","10.1016/j.jbc.2022.102085","10.1016/j.jbc.2022.102085","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE202213",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse202213","gse202213",NA,"","gse202213",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1016/j.jbc.2022.102085;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE202213","10.1016/j.jbc.2022.102085;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse202213","10.1016/j.jbc.2022.102085;gse202213",NA,"FALSE","FALSE","FALSE","FALSE","2022","FALSE","10.1016/j.jbc.2022.102085;gse202213",NA,"FALSE"
"10.1016/j.neuroimage.2022.119754","10.1016/j.neuroimage.2022.119754","10.1016/j.neuroimage.2022.119754","doi.org/10.17605/OSF.IO/3JK45",NA,"doi.org/10.17605/osf.io/3jk45","10.17605/osf.io/3jk45","3jk45","10.17605/osf.io/3jk45","osf_3jk45",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","doi","TRUE","10.1016/j.neuroimage.2022.119754;doi.org/10.17605/OSF.IO/3JK45","10.1016/j.neuroimage.2022.119754;doi.org/10.17605/osf.io/3jk45","10.1016/j.neuroimage.2022.119754;osf_3jk45",NA,"FALSE",NA,NA,NA,NA,NA,"10.1016/j.neuroimage.2022.119754;osf_3jk45",NA,NA
"10.1177/17407745221087456","10.1177/17407745221087456","10.1177/17407745221087456","https://doi.org/10.5281/zenodo.7590083",NA,"https://doi.org/10.5281/zenodo.7590083","10.5281/zenodo.7590083",NA,"","10.5281/zenodo.7590083",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","doi","TRUE","10.1177/17407745221087456;https://doi.org/10.5281/zenodo.7590083","10.1177/17407745221087456;https://doi.org/10.5281/zenodo.7590083","10.1177/17407745221087456;10.5281/zenodo.7590083",NA,"FALSE",NA,NA,NA,NA,NA,"10.1177/17407745221087456;10.5281/zenodo.7590083",NA,NA
"10.1177/17474930211006286","10.1177/17474930211006286","10.1177/17474930211006286","https://doi.org/10.5281/zenodo.3899830",NA,"https://doi.org/10.5281/zenodo.3899830","10.5281/zenodo.3899830",NA,"","10.5281/zenodo.3899830",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","doi","TRUE","10.1177/17474930211006286;https://doi.org/10.5281/zenodo.3899830","10.1177/17474930211006286;https://doi.org/10.5281/zenodo.3899830","10.1177/17474930211006286;10.5281/zenodo.3899830",NA,"FALSE",NA,NA,NA,NA,NA,"10.1177/17474930211006286;10.5281/zenodo.3899830",NA,NA
"10.1182/blood.2021012081","10.1182/blood.2021012081","10.1182/blood.2021012081","https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR11508531&display=metadata",NA,"https://trace.ncbi.nlm.nih.gov/traces/?view=run_browser&acc=srr11508531&display=metadata","srr11508531",NA,"","srr11508531",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1182/blood.2021012081;https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR11508531&display=metadata","10.1182/blood.2021012081;https://trace.ncbi.nlm.nih.gov/traces/?view=run_browser&acc=srr11508531&display=metadata","10.1182/blood.2021012081;srr11508531",NA,"FALSE",NA,NA,NA,NA,NA,"10.1182/blood.2021012081;srr11508531",NA,NA
"10.1182/blood.2021012081","10.1182/blood.2021012081","10.1182/blood.2021012081","https://www.ebi.ac.uk/pride/archive/projects/PXD018961",NA,"https://www.ebi.ac.uk/pride/archive/projects/pxd018961","pxd018961",NA,"","pxd018961",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1182/blood.2021012081;https://www.ebi.ac.uk/pride/archive/projects/PXD018961","10.1182/blood.2021012081;https://www.ebi.ac.uk/pride/archive/projects/pxd018961","10.1182/blood.2021012081;pxd018961",NA,"FALSE",NA,NA,NA,NA,NA,"10.1182/blood.2021012081;pxd018961",NA,NA
"10.1016/j.isci.2022.104760","10.1016/j.isci.2022.104760","10.1016/j.isci.2022.104760","https://doi.org/10.5281/zenodo.6594812",NA,"https://doi.org/10.5281/zenodo.6594812","10.5281/zenodo.6594812",NA,"","10.5281/zenodo.6594812",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","doi","TRUE","10.1016/j.isci.2022.104760;https://doi.org/10.5281/zenodo.6594812","10.1016/j.isci.2022.104760;https://doi.org/10.5281/zenodo.6594812","10.1016/j.isci.2022.104760;10.5281/zenodo.6594812",NA,"FALSE",NA,NA,NA,NA,NA,"10.1016/j.isci.2022.104760;10.5281/zenodo.6594812",NA,NA
"10.1182/bloodadvances.2021005532","10.1182/bloodadvances.2021005532","10.1182/bloodadvances.2021005532","https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-4715?query=E-MTAB-4715",NA,"https://www.ebi.ac.uk/biostudies/arrayexpress/studies/e-mtab-4715?query=e-mtab-4715","e-mtab-4715",NA,"","e-mtab-4715",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1182/bloodadvances.2021005532;https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-4715?query=E-MTAB-4715","10.1182/bloodadvances.2021005532;https://www.ebi.ac.uk/biostudies/arrayexpress/studies/e-mtab-4715?query=e-mtab-4715","10.1182/bloodadvances.2021005532;e-mtab-4715",NA,"FALSE",NA,NA,NA,NA,NA,"10.1182/bloodadvances.2021005532;e-mtab-4715",NA,NA
"10.1016/j.stem.2022.04.007","10.1016/j.stem.2022.04.007","10.1016/j.stem.2022.04.007","https://figshare.com/articles/dataset/Raw_data_Nanostring_xlsx/19337429",NA,"https://figshare.com/articles/dataset/raw_data_nanostring_xlsx/19337429","//figshare.com/articles/dataset/raw_data_nanostring_xlsx/19337429",NA,"","//figshare.com/articles/dataset/raw_data_nanostring_xlsx/19337429",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","url","TRUE","10.1016/j.stem.2022.04.007;https://figshare.com/articles/dataset/Raw_data_Nanostring_xlsx/19337429","10.1016/j.stem.2022.04.007;https://figshare.com/articles/dataset/raw_data_nanostring_xlsx/19337429","10.1016/j.stem.2022.04.007;//figshare.com/articles/dataset/raw_data_nanostring_xlsx/19337429",NA,"FALSE",NA,NA,NA,NA,NA,"10.1016/j.stem.2022.04.007;//figshare.com/articles/dataset/raw_data_nanostring_xlsx/19337429",NA,NA
"10.1186/s12915-022-01396-y","10.1186/s12915-022-01396-y","10.1186/s12915-022-01396-y","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE211662",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse211662","gse211662",NA,"","gse211662",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1186/s12915-022-01396-y;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE211662","10.1186/s12915-022-01396-y;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse211662","10.1186/s12915-022-01396-y;gse211662",NA,"FALSE",NA,NA,NA,NA,NA,"10.1186/s12915-022-01396-y;gse211662",NA,NA
"10.1186/s12961-022-00841-2","10.1186/s12961-022-00841-2","10.1186/s12961-022-00841-2","https://ega-archive.org/search/EGAS00001004064",NA,"https://ega-archive.org/search/egas00001004064","egas00001004064",NA,"","egas00001004064",NA,NA,"restricted",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1186/s12961-022-00841-2;https://ega-archive.org/search/EGAS00001004064","10.1186/s12961-022-00841-2;https://ega-archive.org/search/egas00001004064","10.1186/s12961-022-00841-2;egas00001004064",NA,"FALSE",NA,NA,NA,NA,NA,"10.1186/s12961-022-00841-2;egas00001004064",NA,NA
"10.1186/s12961-022-00841-2","10.1186/s12961-022-00841-2","10.1186/s12961-022-00841-2","https://www.ebi.ac.uk/pride/archive/projects/PXD018230",NA,"https://www.ebi.ac.uk/pride/archive/projects/pxd018230","pxd018230",NA,"","pxd018230",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1186/s12961-022-00841-2;https://www.ebi.ac.uk/pride/archive/projects/PXD018230","10.1186/s12961-022-00841-2;https://www.ebi.ac.uk/pride/archive/projects/pxd018230","10.1186/s12961-022-00841-2;pxd018230",NA,"FALSE","TRUE","TRUE","FALSE","2021","CC0","10.1186/s12961-022-00841-2;pxd018230",NA,"TRUE"
"10.1186/s13046-022-02380-8","10.1186/s13046-022-02380-8","10.1186/s13046-022-02380-8","https://www.ebi.ac.uk/pride/archive/projects/PXD026763",NA,"https://www.ebi.ac.uk/pride/archive/projects/pxd026763","pxd026763",NA,"","pxd026763",NA,NA,"yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1186/s13046-022-02380-8;https://www.ebi.ac.uk/pride/archive/projects/PXD026763","10.1186/s13046-022-02380-8;https://www.ebi.ac.uk/pride/archive/projects/pxd026763","10.1186/s13046-022-02380-8;pxd026763",NA,"FALSE",NA,NA,NA,NA,NA,"10.1186/s13046-022-02380-8;pxd026763",NA,NA
